Detected,Related to Tensor,Time,Version,CUDA,Category Impact,Impact,Buggy API,Log Rule,Log Rule 2,Log Message,Issue,Category,Trigger,Need More Inspection,Reason not agree
,no,2023-11-14T00:43:20Z,2.0.1,,Vulnerability,Segmentation fault,torch.utils.data.DataLoader,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/113600,API Input Context,Modeling Parameter Space,,
,no,2023-11-10T13:53:18Z,2.1.0,,Logical,AssertionError,torch.onnx.dynamo_export,raise,N\A,"    raise AssertionError(msg)
AssertionError: ",https://github.com/pytorch/pytorch/issues/113444,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,yes,2023-11-08T06:28:03Z,2.1.0,,Logical,RuntimeError,torch.cuda.nccl.all_gather,please report this issue,N\A,RuntimeError: NCCL Error 3: internal error - please report this issue to the NCCL developers,https://github.com/pytorch/pytorch/issues/113245,Test Case Context,Model Tensor Execution on CUDA Devices,,
,no,2023-10-26T14:13:20Z,2.1.0,,Logical,Inconsistent results,torch.nn.parallel.DistributedDataParallel,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/112152,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-10-25T10:23:04Z,2.0.1,,Logical,Inconsistent results,torch.torch.nn.functional.scaled_dot_product_attention,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/112015,API Input Context,Modeling Parameter Space,,
,yes,2023-10-19T15:24:58Z,2.1.0,,Performance bug,Performance bug,torch.from_numpy,Slow Execution,N\A,Slow Execution,https://github.com/pytorch/pytorch/issues/111570,Test Case Context,Oracle for Performance Bug Detection,,
,yes,2023-10-01T13:37:59Z,2.0.1,,Logical,Inconsistent results,torch.Tensor.dropout,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/110356,API Input Context,Modeling Parameter Space,,
,yes,2023-10-01T13:37:59Z,2.0.1,,Logical,Inconsistent results,torch.nn.Dropout,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/110356,API Input Context,Modeling Parameter Space,,
,yes,2023-10-01T13:37:59Z,2.0.1,,Logical,Inconsistent results,torch.nn.functional.dropout,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/110356,API Input Context,Modeling Parameter Space,,
,yes,2023-09-03T17:42:17Z,2.0.1,,Performance bug,Performance bug,torch.Tensor.cummax,Slow Execution,N\A,Slow Execution,https://github.com/pytorch/pytorch/issues/108496,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,no,2023-09-01T17:53:14Z,2.1.0,,Logical,Inconsistent results,torch.jit.trace,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/108432,Test Case Context,Modeling Multiple API Usage Pattern+Modeling Compile/Eager Execution Mode,,
,no,2023-08-29T14:43:21Z,2.0.1,,Logical,Others,torch.Tensor.uniform_,Breaks,N\A,Breaks,https://github.com/pytorch/pytorch/issues/108152,API Input Context,Modeling Parameter Space,,
,yes,2023-08-23T21:32:53Z,2.0.1,,Logical,AttributeError,torch.utils.tensorboard.writer.SummaryWriter.add_image_with_boxes,object has no attribute,N\A,AttributeError: 'ImageFont' object has no attribute 'getsize',https://github.com/pytorch/pytorch/issues/107820,API Input Context,Modeling Parameter Space,,
,yes,2023-08-19T15:01:32Z,2.0.1,,Logical,Inconsistent results,torch.nn.Conv2d,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/107514,API Input Context,Modeling Specific Data Types,,
,no,2023-08-16T15:12:16Z,2.1.0,,Logical,Inconsistent results,torch.distributed.destroy_process_group,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/107298,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-08-14T09:18:31Z,2.0.1,,Logical,Inconsistent results,torch.vmap,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/107125,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Multiple API Usage Pattern,,
,no,2023-08-11T06:25:40Z,2.1.0,,Logical,RuntimeError,torch.onnx.dynamo_export,expected at most,N\A,"RuntimeError: forward() expected at most 2 argument(s) but received 5 argument(s). Declaration: forward(__torch__.DataCov self, Tensor x1) -> Tensor",https://github.com/pytorch/pytorch/issues/107016,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Multiple API Usage Pattern,,
,yes,2023-08-07T04:34:47Z,2.0.1,,Logical,Inconsistent results,torch.nn.parallel.DistributedDataParallel,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/106690,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-07-29T06:31:31Z,2.1.0,,Logical,Inconsistent results,torch.nn.MultiMarginLoss,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/106251,API Input Context,Modeling Parameter Space,,
,no,2023-07-29T01:03:48Z,2.0.1,,Logical,Others,torch.optim.lr_scheduler.OneCycleLR,Others,N\A,Others,https://github.com/pytorch/pytorch/issues/106243,Test Case Context,Others,,
,yes,2023-07-10T12:19:05Z,2.0.1,,Logical,Inconsistent results,torch.fft.rfftn,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/104867,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023-07-06T20:08:35Z,2.1.0,,Logical,RuntimeError,torch.ops.aten.sub,Arguments for call are not valid,N\A,RuntimeError:  Arguments for call are not valid. The following variants are available:,https://github.com/pytorch/pytorch/issues/104732,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,yes,2023-06-07T17:18:19Z,2.0.0,,Logical,RuntimeError,torch.nn.LSTM,Cannot access data pointer,N\A,RuntimeError: Cannot access data pointer of Tensor that doesn't have storage,https://github.com/pytorch/pytorch/issues/103161,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023-06-07T17:18:19Z,2.0.0,,Logical,RuntimeError,torch.func.jacfwd,Cannot access data pointer,N\A,RuntimeError: Cannot access data pointer of Tensor that doesn't have storage,https://github.com/pytorch/pytorch/issues/103161,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023-06-07T17:18:19Z,2.0.0,,Logical,RuntimeError,torch.func.jacrev,Cannot access data pointer,N\A,RuntimeError: Cannot access data pointer of Tensor that doesn't have storage,https://github.com/pytorch/pytorch/issues/103161,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023-06-07T17:18:19Z,2.0.0,,Logical,RuntimeError,torch.func.functional_call,Cannot access data pointer,N\A,RuntimeError: Cannot access data pointer of Tensor that doesn't have storage,https://github.com/pytorch/pytorch/issues/103161,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023-06-05T03:16:15Z,2.0.1,,Logical,Unsupported Error,torch.Tensor.cumprod,Exporting the operator,N\A,torch.onnx.errors.UnsupportedOperatorError: Exporting the operator 'aten::cumprod' to ONNX opset version 14 is not supported.,https://github.com/pytorch/pytorch/issues/102948,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-05-23T13:50:21Z,2.0.0,,Logical,Others,torch.nn.BatchNorm2d,symbolically traced variables,N\A,TraceError: symbolically traced variables cannot be used as inputs to control flow,https://github.com/pytorch/pytorch/issues/102085,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023-05-11T06:15:29Z,2.0.0,,Logical,Inconsistent results,torch.cuda.memory_summary,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/101159,Test Case Context,Model Tensor Execution on CUDA Devices,,
,yes,2023-05-07T22:18:48Z,2.1.0,,Logical,Inconsistent results,torch.ops.aten.baddbmm,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/100838,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Compile/Eager Execution Mode,,
,yes,2023-04-14T13:59:29Z,2.0.0,,Logical,Inconsistent results,torch.nn.Conv2d,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/99149,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023-04-14T13:59:29Z,2.0.0,,Logical,Inconsistent results,torch.nn.Conv1d,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/99149,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023-04-14T13:59:29Z,2.0.0,,Logical,Inconsistent results,torch.nn.Conv3d,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/99149,Test Case Context,Modeling Multiple API Usage Pattern,,
,no,2023-04-12T15:19:18Z,2.0.0,,Logical,Inconsistent results,torch.Tensor.dist,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/98939,API Input Context,Negative Integer Argument,,
,no,2023-03-29T21:40:31Z,2.0.0,,Logical,ValueError,torch.stack,Cannot determine scalar type,N\A,"torch.onnx.errors.SymbolicValueError: Cannot determine scalar type for this '<class 'torch.TensorType'>' instance and a default value was not provided.  [Caused by the value '21 defined in (%21 : Tensor = onnx::Sub(%input, %20), scope: __main__.Example::/torch.nn.modules.normalization.LayerNorm::layer_norm",https://github.com/pytorch/pytorch/issues/97913,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023-03-26T08:17:50Z,2.0.0,,Logical,TypeError,torch.nn.GroupNorm,unsupported operand,N\A,TypeError: unsupported operand type(s) for divmod(): 'SymInt' and 'int',https://github.com/pytorch/pytorch/issues/97623,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Multiple API Usage Pattern,,
,yes,2023-03-21T21:39:08Z,2.1.0,,Logical,RuntimeError,torch.func.jacfwd,Sparse CSR tensors,N\A,RuntimeError: Sparse CSR tensors do not have strides,https://github.com/pytorch/pytorch/issues/97286,API Input Context,Modeling Parameter Space,,
,yes,2023-03-21T20:52:00Z,2.1.0,,Logical,RuntimeError,torch.func.jacfwd,required rank 4 tensor,N\A,RuntimeError: required rank 4 tensor to use channels_last format,https://github.com/pytorch/pytorch/issues/97283,API Input Context,Modeling Parameter Space,,
ace_1,yes,2023-03-18T10:58:24Z,2.1.0,,Vulnerability,Segmentation fault,torch.Tensor.adjoint,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/97087,API Input Context,Large Input Tensor,,
ace_1,yes,2023-03-18T10:53:40Z,2.1.0,,Vulnerability,Floating point exception,torch.Tensor.index_select,Floating point exception,N\A,Floating point exception (core dumped),https://github.com/pytorch/pytorch/issues/97086,API Input Context,Empty Input Tensor,,
,yes,2023-03-15T00:30:22Z,2.0.0,,Logical,RuntimeError,torch.Tensor.cumprod,INTERNAL ASSERT FAILED,N\A,RuntimeError: t == DeviceType::CUDA INTERNAL ASSERT FAILED,https://github.com/pytorch/pytorch/issues/96789,Test Case Context,Model Tensor Execution on CUDA Devices,,
,yes,2023-03-08T18:29:32Z,2.0.0,,Logical,RuntimeError,torch.nn.FractionalMaxPool3d,INTERNAL ASSERT FAILED,N\A,RuntimeError: index >= 0 && index < inputT * inputH * inputW INTERNAL ASSERT FAILED at ,https://github.com/pytorch/pytorch/issues/96316,Test Case Context,Modeling Multiple API Usage Pattern,,
ace_1,yes,2023-03-08T06:10:16Z,2.1.0,,Vulnerability,Segmentation fault,torch.adaptive_max_pool1d,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/96277,API Input Context,Large Input Tensor,,
ace_1,yes,2023-03-08T06:06:12Z,2.1.0,,Vulnerability,Segmentation fault,torch.Tensor.geqrf,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/96276,API Input Context,Large Input Tensor,,
ace_1,yes,2023-03-08T05:59:47Z,2.1.0,,Vulnerability,Segmentation fault,torch.Tensor.pinverse,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/96275,API Input Context,Large Input Tensor,,
,no,2023-02-22T19:34:45Z,2.0.0,,Logical,RuntimeError,torch.distributed.Store,INTERNAL ASSERT FAILED,N\A,RuntimeError: fn INTERNAL ASSERT FAILED at ,https://github.com/pytorch/pytorch/issues/95309,API Input Context,Modeling Parameter Space,,
ace_1,yes,2023-02-14T09:09:10Z,2.0.0,,Vulnerability,Segmentation fault,torch.lstm,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/94808,API Input Context,Modeling Parameter Space,,
,yes,2023-02-12T16:32:30Z,2.0.0,,Logical,RuntimeError,torch.where,INTERNAL ASSERT FAILED,N\A,RuntimeError: !needs_dynamic_casting<func_t>::check(iter) INTERNAL ASSERT FAILED ,https://github.com/pytorch/pytorch/issues/94704,API Input Context,Modeling Specific Data Types,,
ace_1,yes,2023-02-12T06:25:54Z,2.0.0,,Vulnerability,Segmentation fault,torch.avg_pool1d,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/94698,API Input Context,Large Input Tensor,,
ace_1,yes,2023-02-12T06:10:39Z,2.0.0,,Vulnerability,Segmentation fault,torch.max_pool1d_with_indices,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/94696,API Input Context,Large Input Tensor,,
ace_1,yes,2023-02-11T08:51:26Z,2.0.0,,Vulnerability,Segmentation fault,torch.Tensor.svd,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/94669,API Input Context,Large Input Tensor,,
ace_1,yes,2023-02-11T08:48:00Z,2.0.0,,Vulnerability,Segmentation fault,torch.lstm,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/94668,API Input Context,Modeling Parameter Space,,
ace_1,yes,2023-02-10T13:50:03Z,2.0.0,,Vulnerability,Segmentation fault,torch.histogramdd,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/94594,API Input Context,Modeling Parameter Space,,
,yes,2023-02-08T22:12:06Z,2.0.0,,Logical,RuntimeError,torch.cuda.jiterator._create_multi_output_jit_fn,INTERNAL ASSERT FAILED,N\A,RuntimeError: t == DeviceType::CUDA INTERNAL ASSERT FAILED at ,https://github.com/pytorch/pytorch/issues/94443,API Input Context,Others,,
,yes,2023-02-06T19:30:11Z,2.0.0,,Logical,RuntimeError,torch.zeros_like,output with shape,N\A,"RuntimeError: output with shape [1, 3, 3] doesn't match the broadcast shape [9, 3, 3]",https://github.com/pytorch/pytorch/issues/94208,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023-02-04T01:58:14Z,2.0.0,,Logical,RuntimeError,torch.cat,Tensors must have same number of dimensions,N\A,RuntimeError: Tensors must have same number of dimensions: got 5 and 2,https://github.com/pytorch/pytorch/issues/94115,API Input Context,Empty Input Tensor,,
,yes,2023-02-04T01:32:54Z,2.0.0,,Logical,RuntimeError,torch.svd,INTERNAL ASSERT FAILED,N\A,"RuntimeError: !this_view_meta->has_fw_view() INTERNAL ASSERT FAILED at ""/opt/conda/conda-bld/pytorch_1672906354936/work/torch/csrc/autograd/autograd_meta.cpp"":256, please report a bug to PyTorch.  Expected the output of forward differentiable view operations to have the tangent have the same layout as primal",https://github.com/pytorch/pytorch/issues/94111,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023-02-03T22:57:22Z,2.0.0,,Logical,IndexError,torch.Tensor.unfold,Dimension out of range,N\A,"IndexError: Dimension out of range (expected to be in range of [-1, 0], but got 1)",https://github.com/pytorch/pytorch/issues/94085,API Input Context,Empty Input Tensor,,
,no,2023-01-25T19:16:35Z,2.0.0,,Logical,TypeError,torch.fx.replace_pattern,incompatible function arguments,N\A,"TypeError: ln_fwd(): incompatible function arguments. The following argument types are supported: 1. (arg0: torch.Tensor, arg1: torch.Tensor, arg2: torch.Tensor, arg3: float) -> List[torch.Tensor]",https://github.com/pytorch/pytorch/issues/93002,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-01-18T23:25:40Z,2.0.0,,Logical,RuntimeError,torch.Tensor.addcmul_,INTERNAL ASSERT FAILED,N\A,"RuntimeError: !needs_dynamic_casting<func_t>::check(iter) INTERNAL ASSERT FAILED at ""/opt/conda/conda-bld/pytorch_1672906354936/work/aten/src/ATen/native/cpu/Loops.h"":347, please report a bug to PyTorch. ",https://github.com/pytorch/pytorch/issues/92594,API Input Context,Modeling Specific Data Types,,
,yes,2023-01-18T23:25:40Z,2.0.0,,Logical,Others,torch.Tensor.addcmul_,Jacobian mismatch for output,N\A,"GradcheckError: Jacobian mismatch for output 0 with respect to input 0,",https://github.com/pytorch/pytorch/issues/92594,API Input Context,Modeling Specific Data Types,,
,yes,2024,2.1.0,,Logical,RuntimeError,torch.Tensor.mul,Expected a value of type,N\A,Torch.compile Error: RuntimeError: aten::_conj() Expected a value of type 'Tensor' for argument 'self' but instead found type 'complex'.,https://github.com/pytorch/pytorch/commit/5570a0da0af369768083875a354b70cd72f0ff07,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2024,2.1.0,,Logical,RuntimeError,torch.linalg.lstsq,INTERNAL ASSERT FAILED,N\A,"RuntimeError: input.size(-2) == other_2d.size(-2) INTERNAL ASSERT FAILED at ""/home/yonghyeon/pytorch/pytorch-asan/aten/src/ATen/native/BatchLinearAlgebra.cpp"":3364, please report a bug to PyTorch.",https://github.com/pytorch/pytorch/commit/f422027fceb71b1f2f7d940f3ade32ced2ed0ba0,API Input Context,Inputs with Incompatible Shapes,,
,yes,2024,2.1.0,,Logical,RuntimeError,torch.vmap,INTERNAL ASSERT FAILED,N\A,"RuntimeError: !dynamicLayerStack.empty() INTERNAL ASSERT FAILED at ""/ho",https://github.com/pytorch/pytorch/commit/b38de2f9e21860dc12cccd0ee0d320df54aeaf18,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2024,2.1.0,,Logical,RuntimeError,torch.compile,INTERNAL ASSERT FAILED,N\A,"RuntimeError: !dynamicLayerStack.empty() INTERNAL ASSERT FAILED at ""/ho",https://github.com/pytorch/pytorch/commit/b38de2f9e21860dc12cccd0ee0d320df54aeaf18,Test Case Context,Modeling Multiple API Usage Pattern,,
,no,2024,2.1.0,,Logical,ValueError,torch.jit.load,vector::_M_default_append,N\A,ValueError: vector::_M_default_append,https://github.com/pytorch/pytorch/commit/f343f98710dfa7305a873f558086c595a3c3d3d4,API Input Context,Modeling Parameter Space,,
,yes,2024,2.1.0,,Logical,TypeError,torch.optim.SparseAdam,params argument given to the optimizer,N\A,TypeError: params argument given to the optimizer should be an iterable of Tensors or dicts,https://github.com/pytorch/pytorch/commit/665637714f46f6dcc7f6d2ad860184e6335fe35a,API Input Context,Modeling Parameter Space,,
,yes,2024,2.1.0,,Logical,RuntimeError,torch.tensor,INTERNAL ASSERT FAILED,N\A,"RuntimeError: false INTERNAL ASSERT FAILED at ""/ansible/pytorch/torch/csrc/lazy/core/hash.h"":139, please report a bug to PyTorch. Unsupported scalar type:UInt16",https://github.com/pytorch/pytorch/commit/7dfd2949d74ab3a523a0abc6270cc426cdcf4a00,Test Case Context,Model Tensor Execution on CUDA Devices,,
,no,2024,2.1.0,,Logical,Inconsistent results,torch.multiprocessing.ProcessContext.join,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/commit/92eb1731d4cdc9f15cf9304477a5701415453227,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2024,2.0.0,,Vulnerability,Others,torch.nn.functional.binary_cross_entropy,Fatal Python error: Aborted,Aborted,LLVM ERROR: Failed to infer result type(s). Fatal Python error: Aborted,https://github.com/pytorch/pytorch/commit/5677128cb892d17fe2281beae9e394fd6f89e455,API Input Context,Modeling Specific Data Types,,
,yes,2024,2.1.0,,Logical,RuntimeError,torch.Tensor.where,INTERNAL ASSERT FAILED,N\A,"RuntimeError: !needs_dynamic_casting<func_t>::check(iter) INTERNAL ASSERT FAILED at ""../aten/src/ATen/native/cpu/Loops.h"":310, please report a bug to PyTorch.",https://github.com/pytorch/pytorch/commit/1866ee6735adb53b8c8fcc46186d74209e8d5496,API Input Context,Empty Input Tensor,,
,yes,2024,2.1.0,,Vulnerability,Segmentation fault,torch._C._nn.replication_pad2d,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/commit/69cedc16c593e777cd36f064dd862c78d6291c0b,API Input Context,Empty List Argument,,
,yes,2024,2.1.0,,Vulnerability,Segmentation fault,torch._C._nn.replication_pad3d,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/commit/69cedc16c593e777cd36f064dd862c78d6291c0b,API Input Context,Empty List Argument,,
,yes,2024,2.0.0,,Vulnerability,Floating point exception,torch.native_channel_shuffle,Floating point exception,N\A,Floating point exception (core dumped),https://github.com/pytorch/pytorch/commit/34e3f6f3c9ed0b8ebdbf37637722a6e53274198a,API Input Context,Empty Input Tensor,,
,yes,2024,2.1.0,,Logical,RuntimeError,torch.jit.trace,Named tensors are not supported with the tracer,N\A,RuntimeError: NYI: Named tensors are not supported with the tracer,https://github.com/pytorch/pytorch/commit/939008a268cfc345d758a51c13a2fd9fe8327a84,API Input Context,Modeling Parameter Space,,
,yes,2024,2.1.0,,Logical,Inconsistent results,torch.signal.windows.kaiser,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/commit/534c73d478fc967cb3a6a29f5eada94bc4ce2c29,API Input Context,Modeling Parameter Space,,
,yes,2024,2.1.0,,Logical,AttributeError,torch.nn.TransformerEncoderLaye,NoneType' object has no attribute 'device',N\A,AttributeError: 'NoneType' object has no attribute 'device',https://github.com/pytorch/pytorch/commit/d0cf2182eac1c87805ceef4416397e9049100685,API Input Context,Modeling Parameter Space,,
,yes,2024,2.1.0,,Vulnerability,Segmentation fault,torch.Tensor.all,stack-overflow on address,N\A,1061683==ERROR: AddressSanitizer: stack-overflow on address 0x7ffff14a5d30 (pc 0x7fe8968c37a4 bp 0x7ffff14a6570 sp 0x7ffff14a5d30 T0,https://github.com/pytorch/pytorch/commit/6793b9910787c388c156e0dcf630e781af7a17f5,API Input Context,Modeling Parameter Space,,
,yes,2024,2.1.0,,Vulnerability,Segmentation fault,torch.Tensor.any,stack-overflow on address,N\A,1061683==ERROR: AddressSanitizer: stack-overflow on address 0x7ffff14a5d30 (pc 0x7fe8968c37a4 bp 0x7ffff14a6570 sp 0x7ffff14a5d30 T0,https://github.com/pytorch/pytorch/commit/6793b9910787c388c156e0dcf630e781af7a17f5,API Input Context,Modeling Parameter Space,,
,no,2023,2.0.0,,Logical,BackendCompilerFailed,torch.ops.aten.div,raised,N\A,torch._dynamo.exc.BackendCompilerFailed: backend='inductor' raised,https://github.com/pytorch/pytorch/commit/b72127cd4b56a4e6978ec3d46bc8daf7c75e0c08,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023,2.1.0,,Logical,RuntimeError,torch.nn.Linear,failed to parse the list of possible processors,N\A,Error in cpuinfo: failed to parse the list of possible processors in /sys/devices/system/cpu/possible,https://github.com/pytorch/pytorch/commit/4123cca859037b6ac86f83cdb0b6030eac345c6f,API Input Context,Modeling Parameter Space,,
,yes,2023,2.0.0,,Logical,Others,torch.Tensor.erfinv,Others,N\A,Others,https://github.com/pytorch/pytorch/commit/74dfdc567bd90301e1db0550683c184075bdb4e8,API Input Context,Modeling Parameter Space,,
TitanFuzz,yes,2023,2.0.0,,Logical,RuntimeError,torch.nn.CTCLoss,Expected tensor to have,N\A,"RuntimeError: Expected tensor to have CPU Backend, but got tensor with CUDA Backend (while checking arguments for cudnn_ctc_loss)",https://github.com/pytorch/pytorch/commit/1becd2c314f45bded8d3fbec91d785e7190b4afe,Test Case Context,Model Tensor Execution on CUDA Devices,,
,yes,2023,2.0.0,,Logical,Others,torch.autograd.gradcheck,Jacobian mismatch for output,N\A,"torch.autograd.gradcheck.GradcheckError: Jacobian mismatch for output 0 with respect to input 0,",https://github.com/pytorch/pytorch/commit/8739d1e3f9b08f4282fe79fc8dacd781d16913ff,API Input Context,Modeling Parameter Space,,
,yes,2023,2.0.0,,Logical,BackendCompilerFailed,torch.nn.functional.conv2d,raised,N\A,torch._dynamo.exc.BackendCompilerFailed: backend='inductor' raised: LoweringException: AssertionError:,https://github.com/pytorch/pytorch/commit/85aa3723749e0d06aa5fd34215b9b93529a60995,API Input Context,Modeling Parameter Space,,
,no,2023,2.0.0,,Logical,Others,torch.optim.lr_scheduler.CyclicLR,Can't pickle,N\A,_pickle.PicklingError: Can't pickle <function <lambda> at 0x000001A51DF67600>: attribute lookup <lambda> on __main__ failed,https://github.com/pytorch/pytorch/commit/2b72543f3667096f3e41ddab528af14191c15ec3,API Input Context,Modeling Parameter Space,,
,yes,2023,2.0.0,,Logical,RuntimeError,torch.Tensor.add,Failed running,N\A,"TorchRuntimeError: Failed running call_function <built-in method add of type object at 0x7cda83f9a360>(*(FakeTensor(..., size=(4, 5), dtype=torch.int32), 7), **{'alpha': 3}): Tensor with dtype torch.int64 is not the expected dtype of torch.int32!",https://github.com/pytorch/pytorch/commit/c77a4a409654dbc0ac4a528c37873b0acb1be32d,Test Case Context,Model Tensor Execution on CUDA Devices,,
,no,2023,2.0.0,,Logical,RuntimeError,torch.set_num_threads,Overflow when unpacking long,N\A,RuntimeError: Overflow when unpacking long,https://github.com/pytorch/pytorch/commit/78f3937ee84e71475942598f4b51dce7c8a70783,API Input Context,Large Integer Argument,,
,yes,2023,2.0.0,,Logical,Inconsistent results,torch.cuda.memory_stats,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/commit/0b424ee0b7bfe09e0a438a63e8336e95eea85901,API Input Context,Modeling Parameter Space,,
,yes,2023,2.1.0,,Vulnerability,Buffer Overflow,torch.Tensor.sort,Out of Bound,N\A,Out of Bound Writes,https://github.com/pytorch/pytorch/commit/03da0694b7f414f8124d6a1e377e1a7484e0cfb6,API Input Context,Large Input Tensor,,
,yes,2023,2.1.0,,Logical,Others,torch.nn.LeakyReLU,name 'buf0' is not defined,N\A,NameError: name 'buf0' is not defined,https://github.com/pytorch/pytorch/commit/1a361e4e9ff1a8dadd72c7301441cfb83d687f24,API Input Context,Empty Input Tensor,,
,no,2023,2.0.0,,Logical,Others,torch.compile,Final fx graph captures only empty,N\A,"Final fx graph captures only empty
graph():
    %arg0_1 : [#users=0] = placeholder[target=arg0_1]
    %empty : [#users=1] = call_function[target=torch.ops.aten.empty.memory_format](args = ([2, 3],), kwargs = {dtype: torch.float32, layout: torch.strided, device: hpu:0, pin_memory: False})
    return (empty,)",https://github.com/pytorch/pytorch/commit/1b3dc05c3e703841e64e0277d473a0baf3296671,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023,2.1.0,,Logical,TypeError,torch.quantized_max_pool1d,failed to unpack the object at pos,N\A,"TypeError: max_pool1d(): argument 'dilation' failed to unpack the object at pos 1 with error ""Overflow when unpacking long""",https://github.com/pytorch/pytorch/commit/6f0d0b3850db984e73aad91daf75e65272301e8d,API Input Context,Modeling Parameter Space,,
,yes,2023,2.1.0,,Logical,TypeError,torch.quantized_max_pool2d,failed to unpack the object at pos,N\A,"TypeError: max_pool1d(): argument 'dilation' failed to unpack the object at pos 1 with error ""Overflow when unpacking long""",https://github.com/pytorch/pytorch/commit/6f0d0b3850db984e73aad91daf75e65272301e8d,API Input Context,Modeling Parameter Space,,
